,offense,clock,down,distance,type,start,gained,text,id,offense_score,defense_score
78,Louisiana Tech,Q2 9:40,1,10,Timeout,70,0,"Timeout New Mexico State, clock 09:40",401757257102905910,24,7
79,Louisiana Tech,Q2 9:40,1,10,Rush,70,-3,Andrew Burnette run for a loss of 3 yards to the NMSU 33,401757257102905911,24,7
80,Louisiana Tech,Q2 9:40,2,13,Rush,67,0,Clay Thevenin run for no gain to the NMSU 33,401757257102905912,24,7
81,Louisiana Tech,Q2 9:40,3,13,Rush,67,19,Blake Baker run for 19 yds to the NMSU 14 for a 1ST down,401757257102905913,24,7
82,Louisiana Tech,Q2 9:40,1,10,Rush,86,4,Trey Kukuk run for 4 yds to the NMSU 10,401757257102905914,24,7
83,Louisiana Tech,Q2 9:40,2,6,Pass Reception,90,2,Trey Kukuk pass complete to David Pierro for 2 yds to the NMSU 8,401757257102905915,24,7
84,Louisiana Tech,Q2 3:49,3,4,Pass Interception Return,92,6,Trey Kukuk pass intercepted Tyler Martinez return for no gain to the NMSU 2,401757257102965001,24,7
85,New Mexico State,Q2 3:49,1,10,Rush,98,3,Kadarius Calloway run for 3 yds to the NMSU 5,401757257102965003,7,24
86,New Mexico State,Q2 3:49,2,7,Pass Reception,95,40,Logan Fife pass complete to PJ Johnson III for 40 yds to the NMSU 45 for a 1ST down,401757257102965004,7,24
87,New Mexico State,Q2 3:49,1,10,Pass Reception,55,17,Logan Fife pass complete to PJ Johnson III for 17 yds to the LT 38 for a 1ST down,401757257102965005,7,24
88,New Mexico State,Q2 1:52,1,10,Passing Touchdown,38,38,Logan Fife pass complete to PJ Johnson III for 38 yds for a TD (Ryan Hawk KICK),401757257102984701,14,24
89,Louisiana Tech,Q2 1:47,1,10,Kickoff,65,-56,"Ryan Hawk kickoff for 56 yds , Fred Robertson return for 15 yds to the LT 24",401757257102985201,14,24
90,Louisiana Tech,Q2 1:47,1,10,Kickoff Return (Offense),9,15,"Ryan Hawk kickoff for 56 yds , Fred Robertson return for 15 yds to the LT 24",401757257102985201,14,24
91,Louisiana Tech,Q2 1:47,1,10,Pass Reception,24,16,Blake Baker pass complete to Jalen Mickens for 16 yds to the LT 40 for a 1ST down,401757257102985203,24,14
92,Louisiana Tech,Q2 1:47,1,10,Rush,40,1,Omiri Wiggins run for 1 yd to the LT 41,401757257102985204,24,14
93,Louisiana Tech,Q2 1:47,2,9,Rush,41,11,Blake Baker run for 11 yds to the NMSU 48 for a 1ST down,401757257102985205,24,14
94,Louisiana Tech,Q2 1:47,1,10,Rush,52,7,Blake Baker run for 7 yds to the NMSU 41,401757257102985206,24,14
95,Louisiana Tech,Q2 1:47,2,3,Rush,59,2,Blake Baker run for 2 yds to the NMSU 39,401757257102985207,24,14
96,Louisiana Tech,Q2 1:47,3,1,Timeout,61,0,"Timeout Louisiana Tech, clock 01:47",401757257102985208,24,14
97,Louisiana Tech,Q2 1:47,3,1,Penalty,61,-5,"PENALTY LAT False Start (Baker,Blake) 5 yards from NMSU39 to NMSU44. NO PLAY.",401757257102985209,24,14
98,Louisiana Tech,Q2 1:47,3,6,Rush,56,38,Blake Baker run for 38 yds to the NMSU 6 for a 1ST down,401757257102985210,24,14
99,Louisiana Tech,Q2 1:47,1,6,Rush,94,0,Omiri Wiggins run for no gain to the NMSU 6,401757257102985211,24,14
100,Louisiana Tech,Q2 1:47,2,6,Rush,94,-3,Clay Thevenin run for a loss of 3 yards to the NMSU 9,401757257102985212,24,14
101,Louisiana Tech,Q2 1:47,3,9,Pass Incompletion,91,0,Blake Baker pass incomplete to Dane Benedix,401757257102985213,24,14
102,Louisiana Tech,Q2 0:17,4,9,Field Goal Good,91,27,John Hoyet Chance 27 yd FG GOOD,401757257102998201,27,14
103,New Mexico State,Q2 0:17,1,10,Kickoff,35,-65,John Hoyet Chance kickoff for 65 yds for a touchback,401757257102998202,27,14
104,New Mexico State,Q2 0:17,1,10,Touchback,100,25,John Hoyet Chance kickoff for 65 yds for a touchback,401757257102998202,27,14
105,New Mexico State,Q2 0:0,1,10,Rush,75,-1,L. Fife takes a knee,401757257102999901,14,27
106,New Mexico State,Q2 0:0,0,11,End of Half,76,0,End of 2nd Quarter,401757257102999903,14,27
107,Louisiana Tech,Q3 14:54,1,10,Kickoff,65,-63,"Ryan Hawk kickoff for 63 yds , Clay Thevenin return for 17 yds to the LT 19",401757257103854501,14,27
108,Louisiana Tech,Q3 14:54,1,10,Kickoff Return (Offense),2,17,"Ryan Hawk kickoff for 63 yds , Clay Thevenin return for 17 yds to the LT 19",401757257103854501,14,27
109,Louisiana Tech,Q3 14:54,1,10,Pass Incompletion,19,0,Blake Baker pass incomplete to Marques Singleton Jr.,401757257103854503,27,14
110,Louisiana Tech,Q3 14:54,2,10,Rush,19,2,Omiri Wiggins run for 2 yds to the LT 21,401757257103854504,27,14
111,Louisiana Tech,Q3 14:54,3,8,Sack,21,-7,Blake Baker sacked by Tory Gethers for a loss of 7 yards to the LT 14,401757257103854505,27,14
112,Louisiana Tech,Q3 13:32,4,15,Punt,14,50,"John Hoyet Chance punt for 50 yds , TJ Pride returns for no gain to the NMSU 35",401757257103866701,27,14
113,New Mexico State,Q3 13:32,1,10,Pass Incompletion,65,0,Logan Fife pass incomplete to PJ Johnson III,401757257103866703,14,27
114,New Mexico State,Q3 13:20,2,10,Pass Interception Return,65,40,Logan Fife pass intercepted Jakari Foster return for no gain to the LT 25,401757257103867901,14,27
115,Louisiana Tech,Q3 13:20,1,10,Pass Incompletion,25,0,Blake Baker pass incomplete to Luke Watkins,401757257103867903,27,14
116,Louisiana Tech,Q3 13:20,2,10,Rush,25,5,Blake Baker run for 5 yds to the LT 30,401757257103867904,27,14
117,Louisiana Tech,Q3 13:20,3,5,Pass Incompletion,30,0,Blake Baker pass incomplete to Devin Gandy,401757257103867905,27,14
118,Louisiana Tech,Q3 12:28,4,5,Punt,30,43,"John Hoyet Chance punt for 43 yds , TJ Pride returns for no gain to the NMSU 26",401757257103877101,27,14
119,New Mexico State,Q3 12:28,1,10,Pass Reception,74,15,Logan Fife pass complete to PJ Johnson III for 15 yds to the NMSU 41 for a 1ST down,401757257103877103,14,27
