,offense,clock,down,distance,type,start,gained,text,id,offense_score,defense_score
66,LSU,Q2 6:24,4,6,Field Goal Good,6,23,Damian Ramos 23 Yd Field Goal ,401752687102937501,10,0
67,Louisiana Tech,Q2 6:24,1,10,Kickoff,65,-65,Aeron Burrell kickoff for 65 yds for a touchback,401752687102937502,10,0
68,Louisiana Tech,Q2 6:24,1,10,Touchback,0,25,Aeron Burrell kickoff for 65 yds for a touchback,401752687102937502,10,0
69,Louisiana Tech,Q2 6:18,1,10,Rush,25,5,Clay Thevenin run for 5 yds to the LT 30,401752687102938101,0,10
70,Louisiana Tech,Q2 6:0,2,5,Rush,30,10,Clay Thevenin run for 10 yds to the LT 40 for a 1ST down,401752687102939901,0,10
71,Louisiana Tech,Q2 5:41,1,10,Rush,40,1,Clay Thevenin run for 1 yd to the LT 41,401752687102945801,0,10
72,Louisiana Tech,Q2 5:5,2,9,Pass Reception,41,0,Trey Kukuk pass complete to Clay Thevenin for no gain to the LT 41,401752687102949401,0,10
73,Louisiana Tech,Q2 4:9,3,9,Rush,41,1,Trey Kukuk run for 1 yd to the LT 42,401752687102959001,0,10
74,Louisiana Tech,Q2 3:42,4,8,Punt,42,49,John Hoyet Chance punt for 49 yds,401752687102965701,0,10
75,LSU,Q2 3:34,1,10,Rush,91,11,Harlem Berry run for 11 yds to the LSU 20 for a 1ST down,401752687102966501,10,0
76,LSU,Q2 2:51,1,10,Fumble Recovery (Own),80,3,"Zavion Thomas run for 3 yds to the LSU 23 Zavion Thomas fumbled, recovered by LSU",401752687102974801,10,0
77,LSU,Q2 2:46,2,7,Pass Reception,77,5,Garrett Nussmeier pass complete to Barion Brown for 5 yds to the LSU 28,401752687102975301,10,0
78,LSU,Q2 2:12,3,2,Rush,72,3,Caden Durham run for 3 yds to the LSU 31 for a 1ST down,401752687102978701,10,0
79,LSU,Q2 2:0,1,10,Timeout,69,0,"Timeout LSU, clock 02:00",401752687102979901,10,0
80,LSU,Q2 1:55,1,10,Penalty,69,12,"(02:00) Shotgun Nussmeier,Garrett pass incomplete short left to Anderson,Nic thrown to LSU43, 1ST DOWN, PENALTY TECH Pass Interference (Carter,Kameron) 12 yards from LSU31 to LSU43, 1ST DOWN. NO PLAY.",401752687102984402,10,0
81,LSU,Q2 1:55,1,10,Penalty,57,-5,"PENALTY LSU False Start (Berry,Harlem) 5 yards from LSU43 to LSU38. NO PLAY.",401752687102984403,10,0
82,LSU,Q2 1:39,1,15,Pass Reception,62,7,Garrett Nussmeier pass complete to Caden Durham for 7 yds to the LSU 45,401752687102986001,10,0
83,LSU,Q2 1:23,2,8,Sack,55,-8,Garrett Nussmeier sacked for a loss of 8 yards to the LSU 37,401752687102987601,10,0
84,LSU,Q2 0:43,3,16,Pass Incompletion,63,0,Garrett Nussmeier pass incomplete,401752687102995601,10,0
85,LSU,Q2 0:32,4,16,Punt,63,46,"Grant Chadwick punt for 46 yds , Dedrick Latulas returns for 3 yds to the LT 10",401752687102996703,10,0
86,Louisiana Tech,Q2 0:32,4,16,Punt Return,17,3,"Grant Chadwick punt for 46 yds , Dedrick Latulas returns for 3 yds to the LT 10",401752687102996703,10,0
87,Louisiana Tech,Q2 0:32,2,13,Timeout,7,0,"Timeout Louisiana Tech, clock 00:32",401752687102996707,0,10
88,Louisiana Tech,Q2 0:0,1,10,Rush,10,-3,(00:27) Kneel down by Louisiana Tech at TECH07 for loss of 3 yards.,401752687102999901,0,10
89,Louisiana Tech,Q2 0:0,0,10,End of Half,10,-3,End of 2nd Quarter,401752687102999902,0,10
90,Louisiana Tech,Q3 14:54,1,10,Kickoff,65,-63,"Aeron Burrell kickoff for 63 yds , Fred Robertson return for 16 yds to the LT 18",401752687103854501,10,0
